id,tags,question,gold_answer,llm_only_answer,nsla_answer,nsla_v2_answer,nsla_iter_answer,llm_only_correct,nsla_correct,nsla_v2_correct,nsla_iter_correct,llm_only_EM,nsla_EM,nsla_v2_EM,nsla_iter_EM,llm_only_F1,nsla_F1,nsla_v2_F1,nsla_iter_F1,bleu_score_llm,bleu_score_nsla,bleu_score_nsla_v2,bleu_score_nsla_iter,judge_vote,judge_confidence,judge_rationale,v2_judge_vote,v2_judge_confidence,v2_judge_rationale,llm_only_time,nsla_time,nsla_v2_time,nsla_iter_time,verified,v2_feedback_status,v2_missing_links,v2_guardrail_ok,v2_guardrail_issues,v2_fallback_used,v2_explanation,v2_feedback_v1_status,v2_llm_status,iter_status,iter_missing_links,iter_conflicts,iter_guardrail_ok,iter_guardrail_issues,iter_iterations,iter_llm_status,delta_f1_v2_vs_v1,delta_f1_iter_vs_v2,error
case_011,"diritto_canonico,nullita_matrimonio",Cosa si intende per nullità del matrimonio canonico?,La nullità del matrimonio canonico è la dichiarazione del tribunale ecclesiastico che accerta l'assenza di un vero vincolo per la presenza di impedimenti dirimenti o vizi del consenso originari.,"Per nullità del matrimonio canonico si intende l’accertamento giuridico, pronunciato dall’autorità ecclesiastica competente (il Tribunale ecclesiastico), che il vincolo matrimoniale non è mai sorto in modo valido, perché al momento del suo celebrarsi mancava almeno una condizione essenziale prevista dal diritto canonico. In altre parole, la Chiesa dichiara che, a causa di un vizio giuridico esistente già nel momento della celebrazione, quel matrimonio è privo di efficacia e deve essere considerato come se non fosse mai esistito (“non è avvenuto”).","La nullità del matrimonio canonico è il giudizio con cui un tribunale ecclesiastico dichiara che, nonostante la celebrazione, è mancato un elemento essenziale richiesto dal diritto canonico, per cui il vincolo matrimoniale non è mai sorto; in pratica si afferma che il matrimonio è invalido sin dall’inizio e i contraenti restano sciolti dal vincolo come se non si fossero mai sposati.",NO – il programma v1 non collega il contratto valido alla responsabilità contrattuale; mancano i fatti di inadempimento e danno.,NO – il programma v2 aggiunge l’assioma canonico che impone il nesso causale fra inadempimento e danno; con tale assioma la responsabilità contrattuale resta nondimostrabile perché mancano i fatti-base che attestano il nesso causale nel caso concreto.,False,False,False,False,0,0,0,0,25.26,33.8,4.65,10.71,4.35,10.22,0.0,0.0,tie,0.0,Judge metric disabled.,tie,0.0,Judge metric disabled.,4.26358950001304,11.678052000002936,26.52429819997633,39.429165499983355,True,consistent_no_entailment,ResponsabilitaContrattuale,True,0,False,Il programma logico è coerente ma non implica ancora la conclusione. Mancano collegamenti o premesse aggiuntive. Feedback sintetico: Il sistema è coerente ma la conclusione non è dimostrabile.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,True,0,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-29.15,6.06,
case_012,"diritto_internazionale,contratti",Quando si applica la legge Geografica uniforme per i contratti internazionali?,"In assenza di scelta valida della legge applicabile, si applica la legge dello Stato con i collegamenti più stretti con il contratto, secondo i criteri di diritto internazionale privato.","La legge geografica uniforme (o criterio della legge più strettamente connessa) si applica quando le parti non hanno scelto espressamente la legge applicabile al contratto internazionale. In questo caso, la Convenzione di Roma del 1980 (art. 4) stabilisce che il contratto è regolato dalla legge del Paese con cui esso presenta il collegamento più stretto, individuato di norma nella legge della sede di chi esegue la prestazione caratteristica.","La legge geografica uniforme (art. 57 regolamento Roma I) si applica quando il contratto internazionale ha stretta connessione con un solo Stato, rendendo la legge di tale Stato ovvia e prevedibile, a prescindere dalla scelta espressa delle parti.","NO – La legge geografica uniforme (Regolamento Roma I) non è modellata nel programma logico, che verte solo su responsabilità contrattuale per inadempimento. Occorrerebbero predicati come LeggeApplicabile, CollegamentoPaese, SceltaEspressa.","NO – la legge geografica uniforme non è un istituto previsto dal diritto italiano; il diritto internazionale privato italiano individua la legge applicabile ai contratti internazionali con il criterio del collegamento più stretto (art. 57 co. 2 legge 218/1995), non mediante una “legge geografica uniforme”.",False,False,False,False,0,0,0,0,25.32,32.79,7.41,22.22,0.0,0.0,0.0,0.0,tie,0.0,Judge metric disabled.,tie,0.0,Judge metric disabled.,3.2628293999878224,6.953712999995332,37.031456500000786,46.1083701000025,True,consistent_no_entailment,ResponsabilitaContrattuale,True,0,False,Il programma logico è coerente ma non implica ancora la conclusione. Mancano collegamenti o premesse aggiuntive. Feedback sintetico: Il sistema è coerente ma la conclusione non è dimostrabile.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,True,0,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-25.38,14.81,
case_013,"processo_penale,misure_cautelari",Qual è la differenza tra misure cautelari personali e reali nel processo penale?,"Le misure cautelari personali limitano la libertà dell'indagato per esigenze processuali (fuga, inquinamento, reiterazione), mentre le misure reali incidono sui beni e mirano a conservare prove o garantire il pagamento di pene pecuniarie.","Le misure cautelari nel processo penale si distinguono in **personalì** e **reali** in base all’oggetto su cui si esercitano.

**Misure cautelari personali**  
Colpiscono la libertà personale dell’indagato o imputato. Hanno lo scopo di assicurare la presenza dell’interessato al processo e di impedire che commetta nuovi reati. Tra queste rientrano:  
- l’obbligo di presentazione alla polizia giudiziaria;  
- l’obbligo di dimora;  
- la libertà vigilata;  
- l’arresto domiciliare;  
- la custodia cautelare in carcere (carcere preventivo).

**Misure cautelari reali**  
Colpiscono beni (mobili o immobili) di pertinenza dell’indagato o imputato, al fine di assicurare la confisca o la pena pecuniaria eventualmente irrogate con la sentenza. Non limitano la libertà personale, ma quella patrimoniale. Tra queste rientrano:  
- il sequestro probatorio (anche se spesso è finalizzato alla conservazione della prova, può avere funzione cautelare reale);  
- il sequestro cautelare;  
- l’ipoteca cautelare.

In sintesi: le **personalì** toccano la libertà dell’individuo; le **reali** toccano i suoi beni.","Le misure cautelari personali limitano la libertà personale dell’indagato (es. custodia cautelare, divieto di dimora), mentre quelle reali colpiscono beni (es. sequestro, confisca) per garantire la disponibilità futura della prova o la repressione del reato.","NO – il programma v1 non collega l’inadempimento al danno mediante il nesso causale, quindi la responsabilità contrattuale non risulta dimostrabile.","NO – il programma v2 aggiunge il predicato mancante “NessoCausale” fra inadempimento e danno, elemento necessario per la responsabilità contrattuale.",False,False,False,False,0,0,0,0,16.67,44.44,8.0,16.0,0.03,19.77,0.0,0.0,tie,0.0,Judge metric disabled.,tie,0.0,Judge metric disabled.,10.87528310000198,8.440362099994672,30.662660300004063,37.785551899985876,True,consistent_no_entailment,ResponsabilitaContrattuale,True,0,False,Il programma logico è coerente ma non implica ancora la conclusione. Mancano collegamenti o premesse aggiuntive. Feedback sintetico: Il sistema è coerente ma la conclusione non è dimostrabile.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,True,0,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-36.44,8.0,
case_014,"penale,riciclaggio",Quando si configura il reato di riciclaggio di denaro?,"Il riciclaggio si perfeziona quando, conoscendo l'origine delittuosa dei beni, si compiono operazioni di sostituzione, trasferimento o impiego atte a ostacolare l'identificazione della provenienza illecita.","Il reato di riciclaggio si configura quando una persona compie una qualsiasi operazione (ad esempio, trasferimento, conversione o occultamento) su denaro, beni o utilità provenienti da un reato, al fine di ostacolare l’identificazione della loro origine delittuosa. È necessario che l’agente sappia (o, secondo la giurisprudenza più recente, almeno abbia consapevolezza della probabilità) che tali proventi derivano da attività criminose. La condotta può consistere in un’unica operazione o in una serie di atti complessi, purché idonei a ""lavare"" il capitale illecito.","Il riciclaggio si configura quando chiunque, fuori dai casi di partecipazione al delitto-presupposto, sostituisce o trasferisce il denaro o altri beni provenienti da reato, ovvero compie altre operazioni sul patrimonio in modo da ostacolare l’identificazione della loro origine delittuosa (art. 648-bis c.p.).","NO – il programma v1 modella la responsabilità contrattuale, non il reato di riciclaggio (art. 648-bis c.p.). Manca completamente la catena logica per il riciclaggio.","NO – il programma v2 continua a modellare la responsabilità contrattuale (art. 1218 c.c. e ss.) e non contiene alcun predicato relativo a “beni di provenienza illecita”, “operazione di trasferimento” o “ostacolo all’identificazione” necessari per il reato di riciclaggio (art. 648-bis c.p.). Pertanto la query non è derivabile.",False,False,False,False,0,0,0,0,17.39,28.57,13.04,18.75,0.0,0.04,0.0,0.0,tie,0.0,Judge metric disabled.,,0.0,,6.066597600001842,10.576688300003298,30.37843250000151,50.42041240000981,True,consistent_no_entailment,ResponsabilitaContrattuale,False,5,True,Il programma logico generato non ha superato i controlli di sicurezza. È stata mantenuta la risposta precedente oppure è richiesto un nuovo refinement.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,True,0,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-15.53,5.71,
case_015,"contrattuale,preliminare",Cosa si intende per 'contratto preliminare' e quando diventa obbligatorio?,"Il contratto preliminare è un accordo con cui le parti si impegnano a concludere un successivo contratto definitivo, vincolandosi quando l'oggetto e gli elementi essenziali futuri sono determinati o determinabili.","Il contratto preliminare (o ""compromesso"") è il contratto con cui le parti si obbligano a concludere successivamente un altro contratto (il cosiddetto ""contratto definitivo""), contenente tutti gli elementi essenziali previsti per la trascrizione.  

Diventa **obbligatorio** (sotto pena di nullità) **quando riguarda la trasferimento di diritti reali immobiliari** (es. compravendita di immobili) e **non è stipulato con atto pubblico o scrittura privata autenticata**.  

In pratica: se il preliminare ha per oggetto la futura vendita di un immobile, **deve essere redatto per atto pubblico o scrittura privata autenticata** (cioè con l’intervento del notaio) **pena nullità assoluta**; inoltre, **deve essere trascritto nei registri immobiliari** se una delle parti lo richiede, per proteggere il proprio diritto a ottenere la vendita definitiva.",Il contratto preliminare (art. 1351 c.c.) è il patto con cui le parti si obbligano a concludere un contratto definitivo; la legge lo rende obbligatorio in forma scritta (atto pubblico o scrittura privata autenticata) quando l’oggetto è un trasferimento di diritti reali immobiliari o di altri diritti la cui costituzione o trasferimento deve essere iscritto nei registri immobiliari.,"SÌ – il programma v2 collega il contratto preliminare alla forma scritta obbligatoria quando ha ad oggetto diritti reali immobiliari, aggiungendo i fatti mancanti.",NO – Il programma v1 non collega il concetto di 'contratto preliminare' a nessun predicato presente nell'ontologia; pertanto la query ContrattoValido(contratto1) risulta non dimostrabile.,False,False,False,False,0,0,0,0,29.82,37.33,15.69,8.0,6.41,11.67,0.04,0.0,tie,0.0,Judge metric disabled.,,0.0,,8.33065269998042,12.29093859999557,37.89463409999735,48.94388480001362,True,consistent_no_entailment,Contratto,False,3,True,Il programma logico generato non ha superato i controlli di sicurezza. È stata mantenuta la risposta precedente oppure è richiesto un nuovo refinement.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ContrattoValido,,False,2,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-21.65,-7.69,
case_016,"lavoro,licenziamento",Quando un licenziamento per giustificato motivo oggettivo è considerato legittimo?,"Il licenziamento per giustificato motivo oggettivo è legittimo quando si fonda su esigenze produttive o organizzative effettive e documentate, il datore dimostra l'impossibilità di ricollocare il lavoratore e rispetta le procedure di legge.","Un licenziamento per giustificato motivo oggettivo è considerato legittimo quando l’azienda dimostra un’effettiva necessità di riorganizzazione produttiva o di lavoro, tale da comportare la soppressione del posto di lavoro del dipendente. Tale necessità deve essere concreta, non pretestuosa, e deve basarsi su ragioni economiche, tecnologiche, organizzative o produttive che rendano impossibile proseguire il rapporto con il lavoratore. Inoltre, il datore di lavoro deve rispettare il criterio della ""corretteta e buona fede"", evitando comportamenti vessatori o discriminatori, e deve seguire correttamente la procedura prevista dalla legge (art. 7 della L. 15 luglio 1966, n. 604), che include l’obbligo di comunicazione scritta delle motivazioni e, nei casi previsti, la procedura di consultazione sindacale. Infine, il licenziamento deve rispettare il principio di proporzionalità e non deve essere alternativo ad altri strumenti meno lesivi per il lavoratore (es. utilizzo di altre mansioni, cassa integrazione, ecc.).","Un licenziamento per giustificato motivo oggettivo è legittimo quando l’azienda dimostra un ragionevole e concreto esigenza organizzativa, produttiva o tecnica che comporti la soppressione o la trasformazione del posto di lavoro, adotta criteri di scelta del lavoratore da licenziare che siano obiettivi e proporzionali, rispetta il contratto collettivo applicato e osserva l’ordine di procedura (previa consultazione sindacale, assegnazione di un termine per la controdeduzione, comunicazione scritta dei motivi).",NO – il programma logico v1 non contiene alcuna regola che colleghi l’inadempimento alla responsabilità contrattuale; mancano i predicati canonici DannoPatrimoniale e NessoCausale richiesti dall’ontologia.,"NO – il programma v1 modella la responsabilità contrattuale generica; la query richiede la legittimità del licenziamento per giustificato motivo oggettivo, concetti non presenti nell’ontologia contrattuale utilizzata.",False,False,False,False,0,0,0,0,27.07,35.71,7.41,18.87,5.74,12.4,0.0,7.36,tie,0.0,Judge metric disabled.,,0.0,,7.050550700019812,21.23580049999873,44.19162390002748,51.30023409999558,True,consistent_no_entailment,ResponsabilitaContrattuale,False,2,True,Il programma logico generato non ha superato i controlli di sicurezza. È stata mantenuta la risposta precedente oppure è richiesto un nuovo refinement.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,False,1,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-28.31,11.46,
case_017,"consumatore,garanzia_legale",Quali diritti ha il consumatore quando il bene acquistato è difettoso entro due anni?,"Entro due anni dalla consegna, il consumatore ha diritto alla garanzia legale: può chiedere riparazione o sostituzione gratuite, oppure una riduzione del prezzo o la risoluzione del contratto se i rimedi primari sono impossibili o eccessivamente onerosi.","Il consumatore ha diritto, entro due anni dalla consegna del bene, a far valere i difetti di conformità esistenti al momento dell’acquisto. In particolare può chiedere (a sua scelta e gratuitamente):

1. la riparazione del bene;  
2. la sostituzione del bene;  
3. una riduzione appropriata del prezzo;  
4. la risoluzione del contratto (restituzione del bene e rimborso del prezzo).

Il venditore è responsabile se il difetto si manifesta entro 24 mesi, salvo che provi che il difetto non esisteva alla data di consegna. Il consumatore deve, però, denunciare il difetto entro 2 mesi dalla scoperta.","Il consumatore può esigere la riparazione, la sostituzione, la riduzione del prezzo o la risoluzione del contratto per i difetti di conformità esistenti entro due anni dalla consegna; il venditore è tenuto ad intervenire senza spese entro un mese dalla richiesta.","SÌ: ho aggiunto la regola canonica “inadempimento + danno + nesso causale → responsabilità contrattuale” e l’assenza di causa non imputabile; ora la query RisponsabilitaContrattuale(Venditore,Acquirente,Contr1) è effettivamente derivabile.",YES – Aggiunto collegamento esplicito tra DifettoConformita entro 24 mesi e DirittoSceltaRemedy tramite nuova regola che include anche la decorrenza temporale.,False,False,False,False,0,0,0,0,37.74,44.12,3.33,7.27,8.54,26.29,0.0,0.0,tie,0.0,Judge metric disabled.,,0.0,,5.075499300000956,13.61365559999831,59.06059979999554,94.89444160001585,True,consistent_no_entailment,ResponsabilitaContrattuale,False,2,True,Il programma logico generato non ha superato i controlli di sicurezza. È stata mantenuta la risposta precedente oppure è richiesto un nuovo refinement.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,DirittoSceltaRemedy,,False,7,3,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-40.78,3.94,
case_018,"responsabilita_civile,medica",Quando sorge la responsabilità medica contrattuale di una struttura sanitaria?,La struttura sanitaria risponde contrattualmente se il paziente dimostra il contratto d'opera sanitaria e l'insorgenza di un danno riconducibile alla prestazione; spetta alla struttura provare che l'inadempimento sia stato inesistente o inevitabile secondo la diligenza professionale.,"La responsabilità medica contrattuale di una struttura sanitaria sorge quando:

1. Esiste un rapporto contrattuale (es. ricovero, visita ambulatoriale, esami diagnostici) tra il paziente e la struttura;
2. La struttura non adempie correttamente le obbligazioni assunte (es. errore diagnostico, terapia errata, infezione nosocomiale, mancata informazione);
3. Il paziente subisce un danno;
4. Tra inadempimento e danno sussiste il normale nesso di causalità.

In sintesi: la responsabilità contrattuale nasce dal mancato o inesatto adempimento delle prestazioni sanitarie pattuite, indipendentemente da colpa, salvo che la struttura provi di avere adottato tutte le misure idonee a evitare il danno (art. 1218 c.c.).","La responsabilità medica contrattuale di una struttura sanitaria sorge quando vi è inadempimento dell’obbligazione di cura derivante dal contratto di prestazione sanitaria, accertato con prova del fatto del danno, del nesso causale e del difetto della prestazione (art. 1218 c.c.).","SÌ – la responsabilità medica contrattuale della struttura sanitaria sorge quando sussistono contemporaneamente: obbligazione nascente da valido contratto sanitario, inadempimento (colposo o doloso) dell’obbligo di curare con la diligenza del professionista, danno patrimoniale del paziente, imputabilità dell’inadempimento alla struttura e nesso causale tra inadempimento e danno.","SI: la responsabilità medica contrattuale sorge se il contratto sanitario è valido, la struttura ha l’obbligo di diligenza professionale, inadempie (non garantendo la dovuta professionalità), l’inadempimento è imputabile a lei e ne deriva un danno patrimoniale al paziente; occorre anche il nesso causale tra inadempimento e danno.",False,False,False,False,0,0,0,0,20.18,18.46,27.78,27.4,0.0,0.0,0.0,0.0,tie,0.0,Judge metric disabled.,tie,0.0,Judge metric disabled.,8.666752799996175,16.476578300003894,49.983889800001634,73.61209020001115,True,consistent_no_entailment,ResponsabilitaContrattuale,True,0,False,Il programma logico è coerente ma non implica ancora la conclusione. Mancano collegamenti o premesse aggiuntive. Feedback sintetico: Il sistema è coerente ma la conclusione non è dimostrabile.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,True,0,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",9.32,-0.38,
case_019,"proprieta_intellettuale,marchio",Quando l'uso di un marchio altrui integra contraffazione?,"Vi è contraffazione quando un segno identico o simile viene usato per prodotti o servizi identici o affini in modo da generare confusione o associazione con il marchio registrato, senza autorizzazione del titolare.","L’uso di un marchio altrui integra contraffazione quando, senza il consenso del titolare, viene apposto un segno identico o simile a un marchio registrato per prodotti o servizi identici o affini, creando un rischio di confusione nel pubblico (art. 20 c.p.i.).","L'uso di un marchio altrui integra contraffazione quando, senza il consenso del titolare, viene apposto un segno identico o simile al marchio registrato su prodotti o servizi identici o affini, creando un rischio di confusione nel pubblico.","NO – il programma v1 non contiene alcuna regola che colleghi l’uso del marchio altrui alla contraffazione; mancano i predicati specifici del diritto industriale (marchio, segno, prodotti, rischio di confusione).","SI – il programma v2 aggiunge il concetto di “pericolo di confusione” fra marchio e prodotto/servizio, completando la catena logica che consente di derivare la contraffazione quando l’uso del marchio altrui è non autorizzato e idoneo a trarre in inganno.",False,False,False,False,0,0,0,0,50.0,49.18,10.17,21.87,23.11,22.19,0.0,0.0,tie,0.0,Judge metric disabled.,,0.0,,3.7806307999999262,12.54382859999896,33.39261710000574,40.098030900000595,True,consistent_no_entailment,ResponsabilitaContrattuale,False,6,True,Il programma logico generato non ha superato i controlli di sicurezza. È stata mantenuta la risposta precedente oppure è richiesto un nuovo refinement.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,Contraffazione,,False,6,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-39.01,11.71,
case_020,"trasporti,responsabilita_contrattuale",Qual è il regime della responsabilità del vettore per il trasporto di cose?,"Il vettore risponde della perdita o avaria delle cose dal momento in cui le riceve sino a quando le consegna, salvo provi che l'evento deriva da caso fortuito, vizi delle cose o forza maggiore.","Il regime di responsabilità del vettore per il trasporto di cose è disciplinato principalmente dagli artt. 1693-1717 del Codice civile.

1. **Presunzione di responsabilità (art. 1693 c.c.)**  
   Il vettore risponde della perdita e dell’avaria delle cose consegnate a meno che non provi che l’evento è derivato da:  
   - caso fortuito,  
   - vizio o natura della cosa,  
   - fatto del mittente o del destinatario.

2. **Limiti quantitativi di risarcimento (art. 1694 c.c.)**  
   In mancanza di dichiarazione di valore, l’indennizzo è calcolato in base al valore della cosa al momento e nel luogo del ricevimento, con un massimale pari al prezzo di mercato; se è stata pattuita una “valutazione convenzionale” o è stata pagata una tariffa maggiore, il risarcimento può essere superiore.

3. **Termini di decadenza**  
   - Per la perdita: il destinatario deve contestare entro 8 giorni dalla data in cui la cosa avrebbe dovuto essere consegnata; in caso di mancata consegna, la contestazione può essere fatta anche oltre tale termine, ma il diritto all’indennizzo si prescrive in 1 anno dalla consegna o dal giorno in cui la consegna avrebbe dovuto avvenire (art. 1696 c.c.).  
   - Per l’avaria: la contestazione deve avvenire entro 8 giorni dal ricevimento, salvo accertamento immediato (art. 1695 c.c.).

4. **Facoltà di esclusione o limitazione della responsabilità**  
   Le clausole che escludono o limitano la responsabilità del vettore sono valide solo se accettate per iscritto e con patto espresso, salvo i limiti imposti dalle norme imperative e dalla tutela del consumatore (art. 1697 c.c.).

5. **Responsabilità per ritardo (art. 1698 c.c.)**  
   Il vettore è responsabile del ritardo nella consegna, salvo prova del caso fortuito; l’indennizzo non può superare il corrispettivo del trasporto.

6. **Sub-vettori e spedizioni plurime (artt. 1703-1705 c.c.)**  
   Il vettore principale risponde dell’intero percorso, anche se ricorre a sub-vettori, salvo patto contrario. Se il trasporto avviene con mezzi diversi (multimodalità), si applicano le norme del contratto di spedizione o le convenzioni internazionali eventualmente richiamate.

7. **Convenzioni internazionali**  
   Per il trasporto stradale trova applicazione la CMR (Convenzione di Ginevra del 1956), che conferma la presunzione di responsabilità del vettore, fissa il massimale a 8,33 DIR/kg e stabilisce un termine di prescrizione di un anno (tre in caso di dolo). Per ferroviario, aereo o marittimo valgono rispettivamente COTIF-CIM, Montreal 1999 o Aja-Visby.

In sintesi: il vettore risponde oggettivamente salvo prova liberatoria, con indennizzo limitato e termini brevi di contestazione; il regime può essere derogato solo nei modi consentiti dalla legge o dalle convenzioni internazionali applicabili.","Il Codice civile (artt. 1690-1691) stabilisce che il vettore è responsabile per la perdita o il danneggiamento delle cose trasportate, salvo che provi di aver adottato tutte le misure idonee ad evitare il danno (presunzione di colpa): se lo prova, decade dalla responsabilità; in caso di furto o ritardo risponde sempre, salvo caso fortuito.",SÌ – il programma v2 aggiunge la regola di derivazione canonica “inadempimento + danno patrimoniale → responsabilità contrattuale” e un assioma di presunzione di imputabilità; ora la query è conseguenza logica.,"SÌ – Il programma ora esplicita che l’inadempimento del vettore (V) deve essere imputabile a lui stesso; con la regola di imputabilità e il nesso causale già presente, la responsabilità contrattuale del vettore risulta pienamente derivabile.",False,False,False,False,0,0,0,0,15.38,34.67,3.45,12.9,2.38,0.0,0.0,0.0,tie,0.0,Judge metric disabled.,tie,0.0,Judge metric disabled.,20.757469100004528,20.280264600005466,43.614985799998976,49.93919580001966,True,consistent_no_entailment,ResponsabilitaContrattuale,True,0,False,Il programma logico è coerente ma non implica ancora la conclusione. Mancano collegamenti o premesse aggiuntive. Feedback sintetico: Il sistema è coerente ma la conclusione non è dimostrabile.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,ResponsabilitaContrattuale,,True,0,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-31.22,9.45,
case_021,"immobiliare,trascrizione",Quando la trascrizione di un contratto preliminare è opponibile ai terzi?,"La trascrizione del preliminare produce effetti prenotativi per un anno dalla data convenuta per il definitivo o, in mancanza, per tre anni dalla trascrizione; entro tali termini il promissario acquirente prevale su trascrizioni o iscrizioni successive.","La trascrizione del contratto preliminare è opponibile ai terzi a partire dal momento in cui viene trascritta nei registri immobiliari, cioè dal giorno in cui l’ufficio conservatore provvede alla sua iscrizione (art. 2643-bis c.c.).  

Prima della trascrizione il preliminare non ha efficacia nei confronti dei terzi; dopo la trascrizione, invece, il promissario acquirente può far valere il diritto all’acquisto anche nei confronti di eventuali successivi acquirenti o di creditori che si siano formati successivamente.","La trascrizione del contratto preliminare è opponibile ai terzi dal momento in cui essa viene effettuata nei registri immobiliari, a condizione che il preliminare sia valido e contenga tutti gli elementi essenziali del contratto definitivo (artt. 2645-bis e 2643 c.c.). Trascritto, produce effetti erga omnes, impedendo successivi trasferimenti incompatibili.","SI – la trascrizione del contratto preliminare è opponibile ai terzi solo se il contratto è valido, la trascrizione è stata effettuata e il preliminare contiene tutti gli elementi essenziali del definitivo (art. 2645-bis c.c.).",SI: la trascrizione del contratto preliminare è opponibile ai terzi solo dal momento in cui risulta dal registro immobiliare (art. 2643 c.c.).,False,False,False,False,0,0,0,0,19.15,23.38,20.34,18.87,0.04,0.04,0.05,0.03,tie,0.0,Judge metric disabled.,,0.0,,4.609271499997703,14.098702300019795,42.85550850001164,48.63644090000889,True,consistent_no_entailment,TrascrizioneOpponibileATerzi,False,3,True,Il programma logico generato non ha superato i controlli di sicurezza. È stata mantenuta la risposta precedente oppure è richiesto un nuovo refinement.,consistent_no_entailment,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",consistent_no_entailment,OpponibileTerzi,,False,2,2,"{""Canonicalizer"": ""ok"", ""Structured Extractor"": ""ok"", ""Refinement LLM"": ""ok""}",-3.04,-1.47,
